ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment
German-452_xaliz-1,,German,452_xaliz,Held,hɛlt,h ɛ l t,,,401,,,,h ɛ l - d ( - )
Dutch-452_xaliz-1,,Dutch,452_xaliz,held,hɛlt,h ɛ l t,,,401,,,,h ɛ l - t ( - )
ProtoGermanic-248_reukanan-1,,ProtoGermanic,248_reukanan,*reukanan,reukanan,r eu k a n a n,,,402,,,,r eu k a n ( a n )
German-248_reukanan-1,,German,248_reukanan,riechen,riːxən,r iː x ə n,,,402,,,,r iː x ə n ( - - )
Dutch-248_reukanan-1,,Dutch,248_reukanan,ruiken,rœykə,r œy k ə,,,402,,,,r œy k ə - ( - - )
ProtoGermanic-155_landin-1,,ProtoGermanic,155_landin,*landīn,landiːn,l a n d iː n,,,403,,,,l a n d ( iː n )
German-155_landin-1,,German,155_landin,Lende,lɛndə,l ɛ n d ə,,,403,,,,l ɛ n d ( ə - )
Dutch-155_landin-1,,Dutch,155_landin,lende,lɛndə,l ɛ n d ə,,,403,,,,l ɛ n d ( ə - )
ProtoGermanic-323_spruton-1,,ProtoGermanic,323_spruton,*sprutōn,sprutoːn,s p r u t oː n,,,404,,,,s p - r u t oː ( n )
German-323_spruton-1,,German,323_spruton,Sprosse,ʃprɔsə,ʃ p r ɔ s ə,,,404,,,,ʃ p - r ɔ s ə ( - )
Dutch-323_spruton-1,,Dutch,323_spruton,sport,spɔrt,s p ɔ r t,,,404,,,,s p ɔ r - t - ( - )
ProtoGermanic-116_glodiz-1,,ProtoGermanic,116_glodiz,*glōdiz,gloːdiz,g l oː d i z,,,405,,,,g l oː d ( i z )
German-116_glodiz-1,,German,116_glodiz,Glut,ɡluːt,ɡ l uː t,,,405,,,,ɡ l uː t ( - - )
Dutch-116_glodiz-1,,Dutch,116_glodiz,gloed,xluːt,x l uː t,,,405,,,,x l uː t ( - - )
ProtoGermanic-101_furxtin-1,,ProtoGermanic,101_furxtin,*furxtīn,furxtiːn,f u r x t iː n,,,406,,,,f u r - x t ( iː n )
German-101_furxtin-1,,German,101_furxtin,Furcht,fʊrxt,f ʊ r x t,,,406,,,,f ʊ r - x t ( - - )
English-101_furxtin-1,,English,101_furxtin,fright,fraɪt,f r aɪ t,,,406,,,,f - r aɪ - t ( - - )
ProtoGermanic-430_wullo-1,,ProtoGermanic,430_wullo,*wullo,wullo,w u lː o,,,407,,,,w u lː o
German-430_wullo-1,,German,430_wullo,Wolle,vɔlə,v ɔ l ə,,,407,,,,v ɔ l ə
English-430_wullo-1,,English,430_wullo,wool,ʋʊl,ʋ ʊ l,,,407,,,,ʋ ʊ l -
Dutch-430_wullo-1,,Dutch,430_wullo,wol,ʋɔl,ʋ ɔ l,,,407,,,,ʋ ɔ l -
ProtoGermanic-261_sai-1,,ProtoGermanic,261_sai,*sai,sai,s ai,,,408,,,,s ai
German-261_sai-1,,German,261_sai,See,zeː,z eː,,,408,,,,z eː
English-261_sai-1,,English,261_sai,sea,siː,s iː,,,408,,,,s iː
Dutch-261_sai-1,,Dutch,261_sai,zee,zeː,z eː,,,408,,,,z eː
ProtoGermanic-418_weslon-1,,ProtoGermanic,418_weslon,*weslon,weslon,w e s l o n,,,409,,,,w e s - l ( o n )
German-418_weslon-1,,German,418_weslon,Wiesel,viːzəl,v iː z ə l,,,409,,,,v iː z ə l ( - - )
English-418_weslon-1,,English,418_weslon,weasel,ʋiːzḷ,ʋ iː z ə l,,,409,,,,ʋ iː z ə l ( - - )
Dutch-418_weslon-1,,Dutch,418_weslon,wezel,ʋeːzəl,ʋ eː z ə l,,,409,,,,ʋ eː z ə l ( - - )
ProtoGermanic-249_reumon-1,,ProtoGermanic,249_reumon,*reumōn,reumoːn,r eu m oː n,,,410,,,,r eu m oː ( n )
German-249_reumon-1,,German,249_reumon,Riemen,riːmən,r iː m ə n,,,410,,,,r iː m ə ( n )
Dutch-249_reumon-1,,Dutch,249_reumon,riem,riːm,r iː m,,,410,,,,r iː m - ( - )
ProtoGermanic-368_suganan-1,,ProtoGermanic,368_suganan,*sūganan,suːganan,s uː g a n a n,,,411,,,,s uː g a n ( a n )
German-368_suganan-1,,German,368_suganan,saugen,zauɡən,z au ɡ ə n,,,411,,,,z au ɡ ə n ( - - )
Dutch-368_suganan-1,,Dutch,368_suganan,zuigen,zœyɣə,z œy ɣ ə,,,411,,,,z œy ɣ ə - ( - - )
ProtoGermanic-322_spraidjanan-1,,ProtoGermanic,322_spraidjanan,*spraidjanan,spraidjanan,s p r ai d j a n a n,,,412,,,,s p r ai d j a n ( a n )
German-322_spraidjanan-1,,German,322_spraidjanan,spreiten,ʃpraitən,ʃ p r ai t ə n,,,412,,,,ʃ p r ai t - ə n ( - - )
English-322_spraidjanan-1,,English,322_spraidjanan,spread,sprɛd,s p r ɛ d,,,412,,,,s p r ɛ d - - - ( - - )
Dutch-322_spraidjanan-1,,Dutch,322_spraidjanan,spreiden,sprɛɪdə,s p r ɛɪ d ə,,,412,,,,s p r ɛɪ d - ə - ( - - )
ProtoGermanic-141_kraftiz-1,,ProtoGermanic,141_kraftiz,*kraftiz,kraftiz,k r a f t i z,,,413,,,,k r a f t ( i z )
German-141_kraftiz-1,,German,141_kraftiz,Kraft,kraft,k r a f t,,,413,,,,k r a f t ( - - )
English-141_kraftiz-1,,English,141_kraftiz,craft,krɑːft,k r ɑː f t,,,413,,,,k r ɑː f t ( - - )
Dutch-141_kraftiz-1,,Dutch,141_kraftiz,kracht,krɑxt,k r ɑ x t,,,413,,,,k r ɑ x t ( - - )
ProtoGermanic-478_xeraz-1,,ProtoGermanic,478_xeraz,*xerθaz,xerθaz,x e r θ a z,,,414,,,,x e r θ ( a z )
German-478_xeraz-1,,German,478_xeraz,Herd,heːrt,h eː r t,,,414,,,,h eː r d ( - - )
English-478_xeraz-1,,English,478_xeraz,hearth,hɑːθ,h ɑː θ,,,414,,,,h ɑː - θ ( - - )
Dutch-478_xeraz-1,,Dutch,478_xeraz,haard,haːrt,h aː r t,,,414,,,,h aː r t ( - - )
ProtoGermanic-28_brekanan-2,,ProtoGermanic,28_brekanan,*brekanan,brekanan,b r o k a n,,,415,,,,b r o k ( a n )
German-28_brekanan-2,,German,28_brekanan,Bruch,brʊx,b r ʊ x,,,415,,,,b r ʊ x ( - - )
English-28_brekanan-2,,English,28_brekanan,breeches,brʊk,b r ʊ k,,,415,,,,b r ʊ k ( - - )
Dutch-28_brekanan-2,,Dutch,28_brekanan,broek,bruːk,b r uː k,,,415,,,,b r uː k ( - - )
ProtoGermanic-53_dawwo-1,,ProtoGermanic,53_dawwo,*dawwō,dawwoː,d a w oː,,,416,,,,d - a w ( oː )
German-53_dawwo-1,,German,53_dawwo,Tau,tau,t au,,,416,,,,t - au - ( - )
English-53_dawwo-1,,English,53_dawwo,dew,djuː,d j uː,,,416,,,,d j uː - ( - )
Dutch-53_dawwo-1,,Dutch,53_dawwo,dauw,dɑuʋ,d ɑu ʋ,,,416,,,,d - ɑu ʋ ( - )
ProtoGermanic-135_klibenan-1,,ProtoGermanic,135_klibenan,*klibēnan,klibeːnan,k l i b eː n a n,,,417,,,,k l i b eː n ( a n )
German-135_klibenan-1,,German,135_klibenan,kleben,kleːbən,k l eː b ə n,,,417,,,,k l eː b ə n ( - - )
Dutch-135_klibenan-1,,Dutch,135_klibenan,kleven,kleːvə,k l eː v ə,,,417,,,,k l eː v ə - ( - - )
ProtoGermanic-428_wulfaz-1,,ProtoGermanic,428_wulfaz,*wulfaz,wulfaz,w u l f a z,,,418,,,,w u l f ( a z )
German-428_wulfaz-1,,German,428_wulfaz,Wolf,vɔlf,v ɔ l f,,,418,,,,v ɔ l f ( - - )
English-428_wulfaz-1,,English,428_wulfaz,wolf,ʋʊlf,ʋ ʊ l f,,,418,,,,ʋ ʊ l f ( - - )
Dutch-428_wulfaz-1,,Dutch,428_wulfaz,wolf,ʋɔlf,ʋ ɔ l f,,,418,,,,ʋ ɔ l f ( - - )
ProtoGermanic-460_xarbistuz-1,,ProtoGermanic,460_xarbistuz,*xarbistuz,xarbistuz,x a r b i s t u z,,,419,,,,x a r b i s t ( u z )
German-460_xarbistuz-1,,German,460_xarbistuz,Herbst,hɛrpst,h ɛ r p s t,,,419,,,,h ɛ r p - s t ( - - )
English-460_xarbistuz-1,,English,460_xarbistuz,harvest,hɑːvɪst,h ɑː v ɪ s t,,,419,,,,h ɑː - v ɪ s t ( - - )
Dutch-460_xarbistuz-1,,Dutch,460_xarbistuz,herfst,hɛrfst,h ɛ r f s t,,,419,,,,h ɛ r f - s t ( - - )
ProtoGermanic-19_berganan-1,,ProtoGermanic,19_berganan,*berganan,berganan,b e r g a n a n,,,420,,,,b e r g a n ( a n )
German-19_berganan-1,,German,19_berganan,bergen,bɛrɡən,b ɛ r ɡ ə n,,,420,,,,b ɛ r ɡ ə n ( - - )
Dutch-19_berganan-1,,Dutch,19_berganan,bergen,bɛrɣə,b ɛ r ɣ ə,,,420,,,,b ɛ r ɣ ə - ( - - )
ProtoGermanic-266_saliz-1,,ProtoGermanic,266_saliz,*saliz,saliz,s a l i z,,,421,,,,s a l ( i z )
German-266_saliz-1,,German,266_saliz,Saal,zaːl,z aː l,,,421,,,,z aː l ( - - )
Dutch-266_saliz-1,,Dutch,266_saliz,zaal,zaːl,z aː l,,,421,,,,z aː l ( - - )
ProtoGermanic-223_naxtz-1,,ProtoGermanic,223_naxtz,*naxtz,naxtz,n a x t z,,,422,,,,n a x t ( z )
German-223_naxtz-1,,German,223_naxtz,Nacht,naxt,n a x t,,,422,,,,n a x t ( - )
English-223_naxtz-1,,English,223_naxtz,night,naɪt,n aɪ t,,,422,,,,n aɪ - t ( - )
Dutch-223_naxtz-1,,Dutch,223_naxtz,nacht,nɑxt,n ɑ x t,,,422,,,,n ɑ x t ( - )
ProtoGermanic-243_rajo-1,,ProtoGermanic,243_rajo,*raθjō,raθjoː,r a θ j oː,,,423,,,,r a θ j oː
German-243_rajo-1,,German,243_rajo,Rede,reːdə,r eː d ə,,,423,,,,r eː d - ə
Dutch-243_rajo-1,,Dutch,243_rajo,rede,reːdə,r eː d ə,,,423,,,,r eː d - ə
ProtoGermanic-503_edmaz-1,,ProtoGermanic,503_edmaz,*ēdmaz,eːdmaz,eː d m a z,,,424,,,,eː d - m ( a z )
German-503_edmaz-1,,German,503_edmaz,Atem,aːtəm,aː t ə m,,,424,,,,aː t ə m ( - - )
Dutch-503_edmaz-1,,Dutch,503_edmaz,adem,aːdəm,aː d ə m,,,424,,,,aː d ə m ( - - )
ProtoGermanic-246_rendo-1,,ProtoGermanic,246_rendo,*rendō,rendoː,r e n d oː,,,425,,,,r e n d oː
German-246_rendo-1,,German,246_rendo,Rinde,rɪndə,r ɪ n d ə,,,425,,,,r ɪ n d ə
English-246_rendo-1,,English,246_rendo,rind,raɪnd,r aɪ n d,,,425,,,,r aɪ n d -
ProtoGermanic-147_labbaz-1,,ProtoGermanic,147_labbaz,*labbaz,labbaz,l a b a z,,,426,,,,l a b ( a z )
German-147_labbaz-1,,German,147_labbaz,Lappen,lapən,l a p ə n,,,426,,,,l a p ( ə n )
English-147_labbaz-1,,English,147_labbaz,lap,læp,l æ p,,,426,,,,l æ p ( - - )
Dutch-147_labbaz-1,,Dutch,147_labbaz,lap,lɑp,l ɑ p,,,426,,,,l ɑ p ( - - )
ProtoGermanic-422_wiraaldiz-1,,ProtoGermanic,422_wiraaldiz,*wira-aldiz,wira+aldiz,w i r a + a l d i z,,,427,,,,w i r a l d ( i z )
German-422_wiraaldiz-1,,German,422_wiraaldiz,Welt,vɛlt,v ɛ l t,,,427,,,,v ɛ - - l t ( - - )
English-422_wiraaldiz-1,,English,422_wiraaldiz,world,ʋɜːld,ʋ ɜː l d,,,427,,,,ʋ ɜː - - l d ( - - )
Dutch-422_wiraaldiz-1,,Dutch,422_wiraaldiz,wereld,ʋeːrəlt,ʋ eː r ə l t,,,427,,,,ʋ eː r ə l t ( - - )
ProtoGermanic-416_werpanan-1,,ProtoGermanic,416_werpanan,*werpanan,werpanan,w e r p a n a n,,,428,,,,w e r p a n ( a n )
German-416_werpanan-1,,German,416_werpanan,werfen,vɛrfən,v ɛ r f ə n,,,428,,,,v ɛ r f ə n ( - - )
English-416_werpanan-1,,English,416_werpanan,warp,ʋɔːp,ʋ ɔː p,,,428,,,,ʋ ɔː - p - - ( - - )
Dutch-416_werpanan-1,,Dutch,416_werpanan,werpen,ʋɛrpə,ʋ ɛ r p ə,,,428,,,,ʋ ɛ r p ə - ( - - )
ProtoGermanic-176_luftuz-1,,ProtoGermanic,176_luftuz,*luftuz,luftuz,l u f t u z,,,429,,,,l u f t ( u z )
German-176_luftuz-1,,German,176_luftuz,Luft,lʊft,l ʊ f t,,,429,,,,l ʊ f t ( - - )
Dutch-176_luftuz-1,,Dutch,176_luftuz,lucht,lʉxt,l ʉ x t,,,429,,,,l ʉ x t ( - - )
ProtoGermanic-277_sengwanan-1,,ProtoGermanic,277_sengwanan,*sengwanan,sengwanan,s e n gʷ a n a n,,,430,,,,s e n gʷ a n ( a n )
German-277_sengwanan-1,,German,277_sengwanan,singen,zɪŋən,z ɪ ŋ ə n,,,430,,,,z ɪ ŋ - ə n ( - - )
English-277_sengwanan-1,,English,277_sengwanan,sing,sɪŋ,s ɪ ŋ,,,430,,,,s ɪ ŋ - - - ( - - )
Dutch-277_sengwanan-1,,Dutch,277_sengwanan,zingen,zɪŋə,z ɪ ŋ ə,,,430,,,,z ɪ ŋ - ə - ( - - )
ProtoGermanic-226_nemanan-1,,ProtoGermanic,226_nemanan,*nemanan,nemanan,n e m a n a n,,,431,,,,n e m a n ( a n )
German-226_nemanan-1,,German,226_nemanan,nehmen,neːmən,n eː m ə n,,,431,,,,n eː m ə n ( - - )
Dutch-226_nemanan-1,,Dutch,226_nemanan,nemen,neːmə,n eː m ə,,,431,,,,n eː m ə - ( - - )
ProtoGermanic-201_maxtiz-1,,ProtoGermanic,201_maxtiz,*maxtiz,maxtiz,m a x t i z,,,432,,,,m a x t ( i z )
German-201_maxtiz-1,,German,201_maxtiz,Macht,maxt,m a x t,,,432,,,,m a x t ( - - )
English-201_maxtiz-1,,English,201_maxtiz,might,maɪt,m aɪ t,,,432,,,,m aɪ - t ( - - )
Dutch-201_maxtiz-1,,Dutch,201_maxtiz,macht,mɑxt,m ɑ x t,,,432,,,,m ɑ x t ( - - )
ProtoGermanic-217_naglaz-1,,ProtoGermanic,217_naglaz,*naglaz,naglaz,n a g l a z,,,433,,,,n a g - l ( a z )
German-217_naglaz-1,,German,217_naglaz,Nagel,naːɡəl,n aː ɡ ə l,,,433,,,,n aː ɡ ə l ( - - )
English-217_naglaz-1,,English,217_naglaz,nail,neɪl,n eɪ l,,,433,,,,n eɪ - - l ( - - )
Dutch-217_naglaz-1,,Dutch,217_naglaz,nagel,naːɣəl,n aː ɣ ə l,,,433,,,,n aː ɣ ə l ( - - )
ProtoGermanic-64_donan-1,,ProtoGermanic,64_donan,*dōnan,doːnan,d oː n a n,,,434,,,,d oː - n ( a n )
German-64_donan-1,,German,64_donan,tun,tuːn,t uː n,,,434,,,,t uː ə n ( - - )
English-64_donan-1,,English,64_donan,do,duː,d uː,,,434,,,,d uː - - ( - - )
Dutch-64_donan-1,,Dutch,64_donan,doen,duːn,d uː n,,,434,,,,d uː - n ( - - )
ProtoGermanic-103_fuwer-1,,ProtoGermanic,103_fuwer,*fuwer,fuwer,f u w e r,,,435,,,,f u w e r
German-103_fuwer-1,,German,103_fuwer,Feuer,fɔyər,f ɔy ə r,,,435,,,,f ɔy - ə r
English-103_fuwer-1,,English,103_fuwer,fire,faɪər,f aɪ ə r,,,435,,,,f aɪ - ə r
Dutch-103_fuwer-1,,Dutch,103_fuwer,vuur,vyːr,v yː r,,,435,,,,v yː - - r
ProtoGermanic-370_taiknan-1,,ProtoGermanic,370_taiknan,*taiknan,taiknan,t ai k n a n,,,436,,,,t ai k - n ( a n )
German-370_taiknan-1,,German,370_taiknan,Zeichen,t͡saixən,ts ai x ə n,,,436,,,,ts ai x ə n ( - - )
English-370_taiknan-1,,English,370_taiknan,token,təʊkən,t əʊ k ə n,,,436,,,,t əʊ k ə n ( - - )
Dutch-370_taiknan-1,,Dutch,370_taiknan,teken,teːkə,t eː k ə,,,436,,,,t eː k ə - ( - - )
ProtoGermanic-173_liznojanan-1,,ProtoGermanic,173_liznojanan,*liznōjanan,liznoːjanan,l i z n oː j a n a n,,,437,,,,l i z n ( oː ) j a n ( a n )
German-173_liznojanan-1,,German,173_liznojanan,lernen,lɛrnən,l ɛ r n ə n,,,437,,,,l ɛ r n ( - ) - ə n ( - - )
English-173_liznojanan-1,,English,173_liznojanan,learn,lɜːn,l ɜː n,,,437,,,,l ɜː - n ( - ) - - - ( - - )
ProtoGermanic-171_likkojanan-1,,ProtoGermanic,171_likkojanan,*likkōjanan,likkoːjanan,l i kː oː j a n a n,,,438,,,,l i kː ( oː ) j a n ( a n )
German-171_likkojanan-1,,German,171_likkojanan,lecken,lɛkən,l ɛ k ə n,,,438,,,,l ɛ k ( - ) - ə n ( - - )
English-171_likkojanan-1,,English,171_likkojanan,lick,lɪk,l ɪ k,,,438,,,,l ɪ k ( - ) - - - ( - - )
Dutch-171_likkojanan-1,,Dutch,171_likkojanan,likken,lɪkə,l ɪ k ə,,,438,,,,l ɪ k ( - ) - ə - ( - - )
ProtoGermanic-306_slipanan-1,,ProtoGermanic,306_slipanan,*slīpanan,sliːpanan,s l iː p a n a n,,,439,,,,s l iː p a n ( a n )
German-306_slipanan-1,,German,306_slipanan,schleifen,ʃlaifən,ʃ l ai f ə n,,,439,,,,ʃ l ai f ə n ( - - )
Dutch-306_slipanan-1,,Dutch,306_slipanan,slijpen,slɛɪpə,s l ɛɪ p ə,,,439,,,,s l ɛɪ p ə - ( - - )
ProtoGermanic-285_skando-1,,ProtoGermanic,285_skando,*skandō,skandoː,s k a n d oː,,,440,,,,s k a n d oː
German-285_skando-1,,German,285_skando,Schande,ʃandə,ʃ a n d ə,,,440,,,,ʃ - a n d ə
Dutch-285_skando-1,,Dutch,285_skando,schande,sxɑndə,s x ɑ n d ə,,,440,,,,s x ɑ n d ə
ProtoGermanic-269_sangjanan-1,,ProtoGermanic,269_sangjanan,*sangjanan,sangjanan,s a n g j a n a n,,,441,,,,s a n g j a n ( a n )
German-269_sangjanan-1,,German,269_sangjanan,sengen,zɛŋən,z ɛ ŋ ə n,,,441,,,,z ɛ ŋ - - ə n ( - - )
English-269_sangjanan-1,,English,269_sangjanan,singe,sɪnʤ,s ɪ n ʤ,,,441,,,,s ɪ n ʤ - - - ( - - )
Dutch-269_sangjanan-1,,Dutch,269_sangjanan,zengen,zɛŋə,z ɛ ŋ ə,,,441,,,,z ɛ ŋ - - ə - ( - - )
ProtoGermanic-232_pleganan-1,,ProtoGermanic,232_pleganan,*pleganan,pleganan,p l e g a n a n,,,442,,,,p l e g a n ( a n )
German-232_pleganan-1,,German,232_pleganan,pflegen,p͡fleːɡən,pf l eː ɡ ə n,,,442,,,,pf l eː ɡ ə n ( - - )
Dutch-232_pleganan-1,,Dutch,232_pleganan,plegen,pleːɣə,p l eː ɣ ə,,,442,,,,p l eː ɣ ə - ( - - )
ProtoGermanic-111_gastiz-1,,ProtoGermanic,111_gastiz,*gastiz,gastiz,g a s t i z,,,443,,,,g a s t ( i z )
German-111_gastiz-1,,German,111_gastiz,Gast,ɡast,ɡ a s t,,,443,,,,ɡ a s t ( - - )
English-111_gastiz-1,,English,111_gastiz,guest,ɡɛst,ɡ ɛ s t,,,443,,,,ɡ ɛ s t ( - - )
Dutch-111_gastiz-1,,Dutch,111_gastiz,gast,xɑst,x ɑ s t,,,443,,,,x ɑ s t ( - - )
ProtoGermanic-212_moder-1,,ProtoGermanic,212_moder,*mōdēr,moːdeːr,m oː d eː r,,,444,,,,m oː d eː r
German-212_moder-1,,German,212_moder,Mutter,mʊtər,m ʊ t ə r,,,444,,,,m ʊ t ə r
English-212_moder-1,,English,212_moder,mother,mʌðər,m ʌ ð ə r,,,444,,,,m ʌ ð ə r
Dutch-212_moder-1,,Dutch,212_moder,moeder,muːdər,m uː d ə r,,,444,,,,m uː d ə r
ProtoGermanic-489_xufan-1,,ProtoGermanic,489_xufan,*xufan,xufan,x u f a n,,,445,,,,x u f ( a n )
German-489_xufan-1,,German,489_xufan,Hof,hoːf,h oː f,,,445,,,,h oː f ( - - )
Dutch-489_xufan-1,,Dutch,489_xufan,hof,hɔf,h ɔ f,,,445,,,,h ɔ f ( - - )
ProtoGermanic-329_stamnaz-1,,ProtoGermanic,329_stamnaz,*stamnaz,stamnaz,s t a m n a z,,,446,,,,s t a m ( n a z )
German-329_stamnaz-1,,German,329_stamnaz,Stamm,ʃtam,ʃ t a m,,,446,,,,ʃ t a m ( - - - )
English-329_stamnaz-1,,English,329_stamnaz,stem,stɛm,s t ɛ m,,,446,,,,s t ɛ m ( - - - )
Dutch-329_stamnaz-1,,Dutch,329_stamnaz,stam,stɑm,s t ɑ m,,,446,,,,s t ɑ m ( - - - )
ProtoGermanic-358_swanaz-1,,ProtoGermanic,358_swanaz,*swanaz,swanaz,s w a n a z,,,447,,,,s w a n ( a z )
German-358_swanaz-1,,German,358_swanaz,Schwan,ʃvaːn,ʃ v aː n,,,447,,,,ʃ v aː n ( - - )
English-358_swanaz-1,,English,358_swanaz,swan,sʋɔn,s ʋ ɔ n,,,447,,,,s ʋ ɔ n ( - - )
ProtoGermanic-11_bastan-1,,ProtoGermanic,11_bastan,*bastan,bastan,b a s t a n,,,448,,,,b a s t ( a n )
German-11_bastan-1,,German,11_bastan,Bast,bast,b a s t,,,448,,,,b a s t ( - - )
English-11_bastan-1,,English,11_bastan,bast,bæst,b æ s t,,,448,,,,b æ s t ( - - )
Dutch-11_bastan-1,,Dutch,11_bastan,bast,bɑst,b ɑ s t,,,448,,,,b ɑ s t ( - - )
ProtoGermanic-181_luxaz-1,,ProtoGermanic,181_luxaz,*luxaz,luxaz,l u x a z,,,449,,,,l u x ( a ) z
German-181_luxaz-1,,German,181_luxaz,Luchs,lʊks,l ʊ k s,,,449,,,,l ʊ k ( - ) s
Dutch-181_luxaz-1,,Dutch,181_luxaz,los,lɔs,l ɔ s,,,449,,,,l ɔ - ( - ) s
ProtoGermanic-174_liuz-1,,ProtoGermanic,174_liuz,*liθuz,liθuz,l i θ u z,,,450,,,,l i θ ( u z )
German-174_liuz-1,,German,174_liuz,Lid,liːt,l iː t,,,450,,,,l iː d ( - - )
English-174_liuz-1,,English,174_liuz,lid,lɪd,l ɪ d,,,450,,,,l ɪ d ( - - )
Dutch-174_liuz-1,,Dutch,174_liuz,lid,lɪt,l ɪ t,,,450,,,,l ɪ t ( - - )
ProtoGermanic-91_flextanan-1,,ProtoGermanic,91_flextanan,*flextanan,flextanan,f l e x t a n a n,,,451,,,,f l e x t a n ( a n )
German-91_flextanan-1,,German,91_flextanan,flechten,flɛxtən,f l ɛ x t ə n,,,451,,,,f l ɛ x t ə n ( - - )
Dutch-91_flextanan-1,,Dutch,91_flextanan,vlechten,vlɛxtə,v l ɛ x t ə,,,451,,,,v l ɛ x t ə - ( - - )
ProtoGermanic-255_redanan-1,,ProtoGermanic,255_redanan,*rēdanan,reːdanan,r eː d a n a n,,,452,,,,r eː d a n ( a n )
German-255_redanan-1,,German,255_redanan,raten,raːtən,r aː t ə n,,,452,,,,r aː t ə n ( - - )
English-255_redanan-1,,English,255_redanan,read,riːd,r iː d,,,452,,,,r iː d - - ( - - )
Dutch-255_redanan-1,,Dutch,255_redanan,raden,raːdɛn,r aː d ɛ n,,,452,,,,r aː d ɛ n ( - - )
ProtoGermanic-29_brenganan-1,,ProtoGermanic,29_brenganan,*brenganan,brenganan,b r e n g a n a n,,,453,,,,b r e n g a n ( a n )
German-29_brenganan-1,,German,29_brenganan,bringen,brɪŋən,b r ɪ ŋ ə n,,,453,,,,b r ɪ ŋ - ə n ( - - )
English-29_brenganan-1,,English,29_brenganan,bring,brɪŋ,b r ɪ ŋ,,,453,,,,b r ɪ ŋ - - - ( - - )
Dutch-29_brenganan-1,,Dutch,29_brenganan,brengen,brɛŋə,b r ɛ ŋ ə,,,453,,,,b r ɛ ŋ - ə - ( - - )
ProtoGermanic-352_sundrojanan-1,,ProtoGermanic,352_sundrojanan,*sundrōjanan,sundroːjanan,s u n d r oː j a n a n,,,454,,,,( - - ) s u n d - r ( oː j a n a n )
German-352_sundrojanan-1,,German,352_sundrojanan,sondern,zɔndərn,z ɔ n d ə r n,,,454,,,,( - - ) z ɔ n d ə r ( - n - - - - )
English-352_sundrojanan-1,,English,352_sundrojanan,sunder,sʌndər,s ʌ n d ə r,,,454,,,,( - - ) s ʌ n d ə r ( - - - - - - )
Dutch-352_sundrojanan-1,,Dutch,352_sundrojanan,afzonderen,ɑfsɔndərə,ɑ f s ɔ n d ə r ə,,,454,,,,( ɑ f ) s ɔ n d ə r ( ə - - - - - )
ProtoGermanic-523_urnuz-1,,ProtoGermanic,523_urnuz,*θurnuz,θurnuz,θ u r n u z,,,455,,,,θ u r n ( u z )
German-523_urnuz-1,,German,523_urnuz,Dorn,dɔrn,d ɔ r n,,,455,,,,d ɔ r n ( - - )
English-523_urnuz-1,,English,523_urnuz,thorn,θɔːn,θ ɔː n,,,455,,,,θ ɔː - n ( - - )
Dutch-523_urnuz-1,,Dutch,523_urnuz,doorn,doːrn,d oː r n,,,455,,,,d oː r n ( - - )
ProtoGermanic-399_waljanan-1,,ProtoGermanic,399_waljanan,*waljanan,waljanan,w a l j a n a n,,,456,,,,w a l j a n ( a n )
German-399_waljanan-1,,German,399_waljanan,wollen,vɔlən,v ɔ l ə n,,,456,,,,v ɔ l - ə n ( - - )
English-399_waljanan-1,,English,399_waljanan,will,ʋɪl,ʋ ɪ l,,,456,,,,ʋ ɪ l - - - ( - - )
Dutch-399_waljanan-1,,Dutch,399_waljanan,willen,ʋɪlə,ʋ ɪ l ə,,,456,,,,ʋ ɪ l - ə - ( - - )
ProtoGermanic-304_slepanan-1,,ProtoGermanic,304_slepanan,*slēpanan,sleːpanan,s l eː p a n a n,,,457,,,,s l eː p a n ( a n )
German-304_slepanan-1,,German,304_slepanan,schlafen,ʃlaːfən,ʃ l aː f ə n,,,457,,,,ʃ l aː f ə n ( - - )
English-304_slepanan-1,,English,304_slepanan,sleep,sliːp,s l iː p,,,457,,,,s l iː p - - ( - - )
Dutch-304_slepanan-1,,Dutch,304_slepanan,slapen,slaːpə,s l aː p ə,,,457,,,,s l aː p ə - ( - - )
ProtoGermanic-259_roraz-1,,ProtoGermanic,259_roraz,*rōθraz,roːθraz,r oː θ r a z,,,458,,,,r oː θ - r ( a z )
German-259_roraz-1,,German,259_roraz,Ruder,ruːdər,r uː d ə r,,,458,,,,r uː d ə r ( - - )
English-259_roraz-1,,English,259_roraz,rudder,rʌdər,r ʌ d ə r,,,458,,,,r ʌ d ə r ( - - )
Dutch-259_roraz-1,,Dutch,259_roraz,roer,ruːr,r uː r,,,458,,,,r uː - - r ( - - )
ProtoGermanic-381_tungon-1,,ProtoGermanic,381_tungon,*tungōn,tungoːn,t u n g oː n,,,459,,,,t u n g oː ( n )
German-381_tungon-1,,German,381_tungon,Zunge,t͡sʊŋə,ts ʊ ŋ ə,,,459,,,,ts ʊ ŋ - ə ( - )
English-381_tungon-1,,English,381_tungon,tongue,tʌŋ,t ʌ ŋ,,,459,,,,t ʌ ŋ - - ( - )
Dutch-381_tungon-1,,Dutch,381_tungon,tong,tɔŋ,t ɔ ŋ,,,459,,,,t ɔ ŋ - - ( - )
